OrderID,ProductID,Quantity,UnitPrice,Discount
83efd314-87dc-4b6c-a1d6-a40c518207b1,d0f30365-6ccf-4a43-9e95-0d785650e753,600%,23500%,4600%
1d765974-3373-473b-a95a-1aa462ec9477,6e5731fa-bbfe-4885-b07e-576a18555708,900%,79300%,5000%
d59be594-1db6-476f-b3a0-a99f8a041282,0c41f0cc-98c8-4251-9efc-09eaa45b771b,400%,33200%,1900%
ac5d88cf-7750-4b8f-83e4-c50fdd062a42,06f25d10-d589-4647-ba6e-3b405177e73e,500%,57800%,400%
906e1fa1-079b-4174-9286-2b91f443e7ad,a6e1bfdd-604b-4632-b6a1-123863a3fce1,800%,65100%,6800%
f088f3e3-a08e-4060-9560-7ca405863305,74b44a1e-5504-4323-99aa-938c4354c6e4,100%,37400%,6400%
b63ec7cb-819c-449d-969c-2c41280274ca,9039684c-e13a-4d84-ad88-25f63dd156af,500%,99200%,500%
7f3daaf4-289a-42e4-9413-5536f2d27a98,6d26d138-47e1-4082-a20f-8ea8424ac57e,100%,82100%,5000%
4f2ff1f0-8d41-4986-875e-9475c96358d3,11c83d33-0898-4711-84f5-0da2e020c8c5,900%,59500%,8200%
5472b9ae-7172-4b1d-bafc-4ef1aaadf8df,5bbdce93-9e4c-4aab-a0c6-187dcd0db8fe,200%,58700%,3900%
13e5075e-a93f-43c9-b3d1-5c312a1e7d81,af3cb2ac-3bc3-4622-a007-8992fda05ba6,400%,19400%,700%
fa37f7ab-a8b3-4f54-ac92-30c49a7319ff,290d2f8c-f92a-451a-b9c9-bff2c259a987,500%,73500%,2000%
3aff1cbe-369b-48cc-a781-9e174c95dcc3,2827710f-0130-4156-8d19-6b3a3cfbbf98,400%,40400%,6700%
b2718ed2-5ed2-4835-ab6a-c545f4a7e391,b30d65ec-1103-4a6f-88ca-b495ccc886bd,100%,38200%,2400%
edeb26d9-cf0a-42ac-a69b-c991ffdfc95b,cd0260b8-01cc-4326-aff6-ba4ecd15d083,800%,94800%,7100%
104cfee6-5ef6-4a6a-933c-2cd41f0a44b1,a5d072e5-100d-4153-9a09-49d591aef920,1000%,50100%,3500%
bc20c2fc-0ea4-4c3d-a82d-2a7231902529,73ed8f50-e7e8-47d5-afb2-0dae0bc8f224,300%,22300%,6500%
5000a2e2-85c0-4551-ae11-008a462455cd,eadf25aa-417c-4a91-b111-796cfdfd0c0c,600%,65400%,4500%
2ae3fe67-b605-4d7a-afb8-408d7a540d98,7dd6f379-87f8-4762-816d-57f130588ba7,200%,82500%,6100%
f6017f1a-ef63-4195-bbee-ce5d556a2b2e,6aac2b7f-1083-46d2-b058-4698223a7e2e,100%,54400%,5200%
f4b22971-51b9-4fa3-9e36-c90e40660651,9c85d0e7-277d-4ed1-ba08-08b838ec0a48,100%,2400%,3400%
1ee37b25-dd11-46ba-a4b7-2333f04bf665,0c41f0cc-98c8-4251-9efc-09eaa45b771b,700%,6300%,5600%
31461736-7321-426a-a0b2-b04c486eec6c,7103476e-3e51-4a94-a0a7-7b108140d577,500%,23500%,1200%
7b686d1a-d39b-4376-ae8b-783da2370837,95e07907-f021-41d7-983e-c72e96ed62e0,600%,58800%,6100%
f5d87646-c9a2-4d26-a522-444a4221ed1f,3f021fba-b86a-4112-ac5f-d04ef7e1bcc7,900%,44100%,2100%
c26c2db5-801a-4463-bea0-15877d38027b,08a52da1-35f5-405d-bee7-24451b97f3af,300%,32300%,4100%
85e8ccbf-2e62-436a-92ac-a354c644f931,064d30f7-40a7-4059-b207-a31372b5d549,900%,67400%,9300%
7d618941-e840-4aad-b659-e468fc1ff8ec,133dd774-ce8e-428f-a145-7d5ede33c199,700%,28200%,4500%
875638a3-9285-4e25-bf8f-1b2e0ea9e8d7,22bdddce-3fb4-4269-a22b-7bab296a766e,400%,69700%,8800%
cf1dd6d3-f5a3-4ded-b671-b795da635e0d,56630e3c-fe5e-4aea-a2c3-ac73292836f6,800%,4600%,5300%
3ed09f8d-8f56-41ec-a908-130cef30c5d1,fe5eefb3-0143-4c2f-a092-ba71d9b81198,100%,39200%,3700%
6cac9b74-53bf-4f90-88f0-a112a1a957c1,a527a825-f6d3-4fc4-8876-1c3a3d7b95de,900%,74200%,6300%
d3f1d70a-1bf7-4448-89b8-9f9a0025279a,0e57a07e-2df4-4bbe-94b4-96e5893a657a,800%,67400%,3000%
a85b242f-cb6e-438e-9d3e-2157699c685b,fa0e98d1-bda5-4cfc-9079-6de353b52632,300%,24100%,5400%
97014710-be62-4828-92a3-17c096ca365b,3014be56-9a9e-4aee-972f-8c0e8eddbc6d,1000%,90800%,7100%
1ad308c1-e9c9-4d7b-a96f-8c6e3eb929aa,5af7af56-f997-43cf-9012-97ad34bc9c9a,700%,91500%,4500%
b1161fde-4f6b-4437-8354-6acb992a82fd,e04c5c09-cd08-46d0-b44b-49bc4bcb528c,500%,68400%,3000%
d4e93b0d-b4b8-4c60-b058-c65b75cc1477,6d7d194c-71d5-490b-8081-2832d240cdf1,400%,8700%,9800%
82fe3998-ca81-4fac-b3fa-59a2298ba067,030ff542-d5f3-4387-9654-90ae0e38702c,400%,4800%,2600%
ab928c36-9bb4-4154-9b52-50bb22141c9d,6aab1676-b5bb-4855-9a61-849728260d36,300%,86700%,8900%
aec40a6f-495f-44a0-b63c-be6edec5952d,9bb96185-938a-4341-8f91-a53b784f9a7a,900%,53000%,2700%
b5850827-a232-4403-a863-0689d146a4aa,dfefc4d3-d0c6-42d5-a3cd-1969f3da07ef,700%,37300%,6800%
5da7f927-8838-4516-b776-ef3105f45825,8aba364b-ddfa-4752-9fb9-c4498728919a,400%,31000%,6200%
3e5762d1-18e9-4eb6-9dde-8e9a2b416bfc,145239de-d250-4d51-b078-eaa3090c0db7,200%,26700%,4900%
2b564a05-a076-49b5-a144-715f14624601,6e5731fa-bbfe-4885-b07e-576a18555708,1000%,100%,5500%
cc38920c-19f3-4b8f-8188-ed2dcc1c0c9c,2e5e934b-06ba-4a6c-8fab-c550f50ce889,600%,13200%,1600%
40b4e5fc-8689-454c-9462-e416bddd6918,68338194-a7c5-458d-a76f-a4c097ace6a8,600%,62500%,8100%
8b01ffec-e636-4b46-b6ce-8484156ad5f7,7440a0ac-5047-4678-9454-2164e8af1dd9,300%,54200%,4400%
b2739eba-2c58-4f09-b78f-bd9c4be86944,be3e3e17-adc6-4546-ac4d-290b3231017d,700%,82800%,7500%
e8d66167-bcc2-433e-bdfc-fa7aebf3ef74,a94b3215-a1b4-412b-83f3-f5821e20642d,200%,82200%,7500%
e34d8ec0-698c-48ce-baf7-c2681aaa0263,b9d4c4b1-d499-4469-a1ae-219c9d587044,100%,61900%,2900%
a8a0583a-01f9-41b7-a11a-bafa5343ba32,133dd774-ce8e-428f-a145-7d5ede33c199,200%,14800%,6100%
76715d53-f53f-4052-a268-7a9d6d53734c,c451421b-af94-4ff5-8cbb-f2b436641ea4,400%,99300%,2900%
592e4580-e2fb-452c-8a7a-059ca630bfd3,dd42d103-2027-47b5-a24b-da44dbe94f77,500%,71000%,7100%
bd2cb24a-2b68-4c2f-81dd-0d953723d8fd,fe5eefb3-0143-4c2f-a092-ba71d9b81198,700%,24700%,7800%
4315c7f0-d05b-4ba4-b8ce-b1562be89ab4,e4c3f640-fa46-4510-8f45-32df79fcaec4,200%,4900%,4900%
de084cb8-554b-4154-aa38-be66d0dbbd9f,b8aced22-3877-4756-ac1e-6f078d5b8f48,700%,74300%,300%
2ce680b9-dd4e-48a0-a595-58e1d51bbeb1,cac0292b-104d-4346-b01b-2e845c398881,200%,82100%,1900%
df8bb6ad-8d9e-4ab0-a296-c90c455e4bcf,227a27e8-1737-45e6-a532-dc56eff6ef0f,100%,31600%,7900%
7d84c178-322d-48cd-baab-eff05688c6cd,b799e620-db36-4563-9908-743a039f5bcb,800%,51600%,900%
9a50c479-6ca8-4649-bc79-28e7fef48ca4,4e0b0148-872c-4c04-a238-9d0187ad2504,900%,67800%,8300%
70f9ffc4-fd0c-465b-80ae-445e1deb7b68,1d0f20d7-1e8e-4087-83fe-854d19bd5689,100%,48900%,1200%
97238820-c65e-4e09-8e4a-54f6e067e9a9,705ceb3e-4078-4a06-ac8a-8ef6f028c060,700%,43800%,9100%
a8379038-fd02-4952-8b62-e3ddefec5a56,97c6b34d-f70c-45f8-b0e8-578278e7ddd4,700%,26800%,0%
f38d6452-c659-4366-8f19-1fe8c4a56108,c301f866-b333-4bf2-ba3c-043849e7ace2,100%,70200%,500%
7fd6ea9b-ee41-45f3-84e2-302c5676d949,0629219f-2176-40d7-8765-4aa1024cf4ac,300%,64800%,9000%
05dbe686-f9b0-43a0-8f1b-b81726d0dfdc,e0fbcaff-836e-4bfe-8215-c42d9c5c65d7,600%,82600%,0%
c83eda70-d7a7-4cf7-b218-3c458baca75a,1d0f20d7-1e8e-4087-83fe-854d19bd5689,400%,27500%,3800%
b8294936-d040-4361-acef-8c79e601a1d2,800dde56-071e-4e60-b713-a10fcbecfd16,700%,45500%,4400%
f0eca060-d2c3-4887-81cd-e9c0f26b1a2c,ef8b3541-8616-4339-a9ce-6b65ed2b0ee2,600%,22000%,1900%
c1c5544b-b447-4f3e-b760-dbdc505a0641,74eeaee8-44dc-44f9-bfda-a6f3f872f646,500%,26900%,3700%
88903f18-8a23-4d7c-b699-fd24bc11d6c5,5b0e744c-d356-4b3c-8938-ab78665e8e0e,900%,87300%,100%
f3eb20f8-14c3-407e-a716-7cf02ac3d60b,c1dd8a72-e292-455e-ad29-9ab3d84cb9b5,300%,39700%,4800%
2c0fb6e7-fc43-4035-94ae-7ac40a802d61,f54373ef-e8d6-44b8-8c93-5b88c90df8a5,600%,28800%,5600%
2830de74-c8f9-491b-afe0-6483fba1907b,b4c2dbed-61f4-4db8-8e25-9a34c71b5280,600%,35800%,5900%
45c067e6-0469-4cdf-aa0f-e8e54b9938ae,92e3866b-ae8d-4d5d-8cc9-c3bb47455ca2,800%,87900%,7200%
c97617b4-d4bd-42a7-a9e3-b60ea56db30c,bcf5cc36-0e00-47d4-ba0f-21f784b82b0f,400%,25300%,1500%
b2d7d8df-f4b6-465b-ab52-02cfb2355d02,564daf51-5f3d-4a3f-a4e8-82d37341f474,100%,22900%,3700%
f76615dd-c694-4d63-8f7a-2cd7ad8aa737,cac0292b-104d-4346-b01b-2e845c398881,400%,87800%,7500%
1b6f6742-a30b-4649-9fde-d77cd0c4c212,f94db5a1-9e31-41dd-aa08-cf5632c2cd55,900%,66800%,7000%
4fa4b4f1-a0f2-4714-8cff-b1c0beec693d,95e07907-f021-41d7-983e-c72e96ed62e0,1000%,91400%,800%
1d7db68b-e9a9-4770-80b4-2be2458dfd7f,46c2e05c-1974-4783-90b9-a5b3885ce53e,200%,76100%,2700%
3af28d54-4429-463c-92df-a750aa4c4347,5ea56bc5-5063-4d3c-838c-cd61506fa9de,100%,9100%,200%
8b036042-608c-4ae4-aa76-84bf7da7a9ef,78b2d049-d84b-4974-8b4b-19f6cebbb290,1000%,72000%,5800%
aaccff8f-05bb-49ec-beb4-8b60e4a8050d,bbe2f72f-05b3-4281-b08e-03b296169fc2,400%,900%,2600%
3d0a374b-986f-4375-93d4-b08634538790,6d283e54-9fc2-4b15-b854-0ff80eeb21c9,300%,20500%,3800%
d0ab8533-2941-48e5-a1da-0aefa92475e4,6d26d138-47e1-4082-a20f-8ea8424ac57e,500%,74100%,0%
e876290e-4584-4eb8-9ae4-a129ae48107b,abe02cbf-d47f-43de-8f76-413493e936ad,600%,79800%,7800%
defd5180-8695-427e-9bca-305fe9d88d55,da9eb433-ddd9-4b0e-bbd0-bc1be1128ed1,700%,22000%,7300%
83efd314-87dc-4b6c-a1d6-a40c518207b1,d964edfa-75b0-49ab-9168-0c249fa4d22f,600%,15400%,8300%
604f417c-c2e9-4955-8d76-101af3aa0487,ae4d5e32-7ccb-4daa-bb63-0030e2ae5e66,300%,27800%,6700%
ef40a666-eb88-4366-8080-9d56fa35f76c,0fd54576-f933-4c77-8c7e-d5d482ff2e4e,900%,82700%,8800%
89815c5c-380e-499d-8cc7-f7f14e06d66c,30bb25e4-84ce-45bc-b682-d5216503ae80,500%,21000%,1300%
7b2bdad3-ed49-4ab3-ac46-c4f824526fdc,06f25d10-d589-4647-ba6e-3b405177e73e,500%,17800%,600%
08fa60b9-cf6c-4bf0-ad02-c8dbb9be3878,4b2b0e64-d7dd-4048-a3b8-5bf8136a70ad,700%,72800%,2600%
f081c007-8abb-49aa-8769-942c7938583e,5e12bbaf-c213-485a-9d68-a9c8ee949bee,100%,41800%,2000%
c0db6bde-1b30-4b73-b5b1-9915dc981e6d,74b44a1e-5504-4323-99aa-938c4354c6e4,800%,18500%,1500%
d297723f-e70f-465e-b154-96f0dbb1429a,4704612f-42a7-4dda-99cb-eb47f450221b,1000%,34900%,2300%
fe08410b-d662-4b48-b4c4-53a76b34c227,97db27c4-b646-4064-81f7-f5bed1e26e2a,100%,44400%,3800%
0dd7263d-7a92-4395-a3d7-51bdd88280e1,f36e03f0-d34d-4c5e-a9d0-2b28215838fd,1000%,98700%,8500%
e1829100-2e34-4245-bf68-46cf261f8697,bcf5cc36-0e00-47d4-ba0f-21f784b82b0f,500%,39100%,9500%
fe9b9907-8973-46e9-9df3-e04db4187e36,e5135567-da0b-41ba-a39e-9eb1f0f380fb,100%,45100%,9300%
518fe9b0-11fc-4e7c-b385-0d1a09f1697e,3a2098ef-4fe1-48d6-80a5-df9fed22d11c,800%,72800%,600%
80cb9c47-d291-4361-bab8-183cb8aa3182,51eafc2f-3b85-404c-8ecf-435501295e09,200%,17700%,6500%
ac08fb28-8944-4878-84b2-327f5d6f1797,edc6f014-b5be-4287-b71d-dc942b35953c,900%,29900%,600%
b68c9b56-ffaf-4209-bb16-3a9aea298005,08928fcf-493c-4a7f-abca-615245a308e3,700%,74900%,4400%
6163f90d-3070-4287-bf40-274755a5ae12,5cd17c82-23ac-46a7-82b6-10623d68e88c,800%,36900%,9100%
b2389733-65c2-4258-ae24-b6aec1c97cbb,a857f89a-2041-4789-aabb-1d7929230b94,400%,6800%,2800%
580f3b0b-c6d2-435e-b761-bc71b2becccf,71f8b529-64ac-49d9-a3f7-4bb12fd58137,500%,27900%,9000%
2ee70419-2415-428b-8493-90362b5d49ac,96883790-8b93-4f98-881a-0734e987a987,700%,96800%,9500%
2fd7ebc1-f19f-48cc-a1bc-6ac19fd72996,4704612f-42a7-4dda-99cb-eb47f450221b,1000%,16600%,4000%
cd413410-7ae8-4d9e-909d-17d3a0acbb70,2a2948a4-1d57-4068-8844-f1c8b41f1699,300%,47900%,3700%
03488120-bea1-42e0-b5cb-a79f96c686e8,9b29140e-246a-47aa-af80-f6b80b3fca47,800%,99100%,3200%
f722dae2-e139-4516-9d40-730ae55c7a36,e0eb92d3-e08c-459d-b47a-b08182b90bc2,100%,61300%,7900%
3ea1f701-3dd1-4b5b-bbd9-a3fc6b679e58,d840de5c-31c2-41c9-bcde-10e84ea852a7,200%,76700%,600%
71d8c894-f43b-45ee-a081-ce3b05ac2b79,f817c097-4643-4880-8f0f-6e6d336392b7,700%,35600%,5400%
ec364462-9bc9-4b3e-966c-b3279f680998,62c08c59-61aa-4134-a546-248baf8489dc,900%,97300%,5600%
5014270d-10a4-48bb-b379-3ffa0533a0e7,bdbbc436-20a7-43ad-bea0-ebe51f9a85ae,300%,27100%,900%
dc8b8a28-ae68-440d-950f-710d114cbf02,af3cb2ac-3bc3-4622-a007-8992fda05ba6,600%,33600%,6300%
9b771021-e96c-47dd-8c62-f4ba835d2e3e,a2473932-153a-42ba-ad1d-42ce06a2a3bd,800%,43400%,5800%
8fd61e13-a812-426a-b33f-dcfd6bf8d495,fe5eefb3-0143-4c2f-a092-ba71d9b81198,800%,31700%,2400%
8b4d9ba2-5ed0-4f05-a19f-0d69b7658802,2f8aa6ee-ad7b-4e4a-b300-f4a35647665d,900%,69700%,4800%
2dd90410-099c-481d-887f-d5b0ac80bdb2,7319949a-95d6-4a41-aff1-cbb1599644ea,600%,46300%,7500%
f142e614-24a4-49ab-9c71-f258d1a8b59d,dc15801e-afd1-4831-8ceb-9a96c8ac01ce,500%,29200%,4800%
8926fd34-d182-41a6-84ad-402c9704faa9,d964edfa-75b0-49ab-9168-0c249fa4d22f,1000%,24400%,9100%
2e0a2d62-eea8-4591-a1aa-14f0783a178e,c6758604-a957-46c3-96da-bed51d90552e,900%,67700%,6800%
2a267f21-2fde-40c9-8ced-939ff0f79fcb,9887f433-7ed0-4708-b84e-bbcc1625241f,100%,80900%,8800%
c134b80a-c558-4764-897f-f66d5b54ddb1,05765892-c750-44cc-96e2-31fa53d42cb2,1000%,93100%,3300%
c950db12-3542-4f5b-a942-bc082b557370,974a29ca-94eb-4f84-8f3e-2fe92887a269,800%,95300%,5800%
90c00007-19b9-47b7-b6bf-445fa9160040,b4c2dbed-61f4-4db8-8e25-9a34c71b5280,100%,26400%,6900%
ef6a079d-d2a7-4df4-806a-1118610cade9,a01bde5b-2c7a-4aba-9a2b-abf2c9f97751,900%,51100%,2600%
e1a3616a-11dc-4919-987c-e3fe80484ee0,f817c097-4643-4880-8f0f-6e6d336392b7,400%,34300%,6100%
ed69e124-cb57-46a9-87a1-8a0833942b3e,55a3d70a-c3c4-4a51-af63-ca3cc04eb799,900%,90500%,5200%
8e217d5f-275f-412b-8f71-95bd2439dff7,1dbc4abf-fe1f-44f1-be35-d63dd56e8261,700%,15200%,700%
965af486-dac4-4e4e-9665-ecc5f8687421,4c206d02-ee59-458d-a36e-5ebda9552a3e,500%,46000%,500%
8bb06103-e675-4222-acb4-a58b3b569080,cac0292b-104d-4346-b01b-2e845c398881,300%,75100%,7700%
307705ff-413e-4310-8143-2d98b017802c,701f232b-37f0-40f6-91eb-aaf3241a81e6,1000%,53900%,2900%
c2f11ffb-d9d9-4cd4-a0c7-71d5f8e961d9,73ed8f50-e7e8-47d5-afb2-0dae0bc8f224,300%,51300%,9700%
64f0b389-8f56-4b6b-90a3-cc5004751370,3233bde0-ced5-42e6-94c3-70502e4fd8c8,400%,82600%,4000%
f038e8a7-78e0-41e6-8320-be16cc421bd9,d6565927-c31b-483d-ac45-b350956423dd,1000%,67200%,3800%
09b41e39-1817-4bd1-870b-5e20181a9fee,c938e0de-cb6b-4929-87c6-ec1fa6fb76a6,500%,4800%,2500%
6b65ff4f-0139-4383-9c85-6b1244696743,4c206d02-ee59-458d-a36e-5ebda9552a3e,900%,65400%,2800%
47e887ab-7c6d-4696-a278-092e972a1d53,8a6e9df9-5752-4a87-a803-cc7d0948ea5b,600%,58800%,700%
9b6fcf4b-e023-4926-97e4-29fbd125dd9d,83ba046e-21b2-4567-a174-d6258471e18c,700%,11400%,5200%
efb0ad97-29e6-440c-843d-08ad486a542d,574d9b9b-794c-40c9-a892-462dc6c4b106,700%,89500%,6300%
e5600040-4ffe-4f43-9bb7-ed579aae57fe,61a38add-de28-4bc1-9641-5d06ac4668ae,700%,45500%,5800%
17f7a31e-757d-436d-a694-baadfdae7590,53a9f101-f661-4ac5-beeb-ebf03b07b81d,600%,92000%,4200%
e17f5394-3b66-4fb0-a262-7ca50dfa73bb,04d0f4ba-ccde-47d9-b846-ad470b5048fc,400%,99800%,200%
4dfa323f-89c3-49d7-8678-3ed9395c3386,ab15db7b-7776-4d2b-89c7-e01275014318,200%,96400%,5000%
72b123d4-e380-4022-8632-24d3ccebc735,2f8aa6ee-ad7b-4e4a-b300-f4a35647665d,800%,18900%,6400%
149e5a56-5b4e-41f1-804d-ac79a5afb2b2,e390d80c-248c-4d1c-931e-442686ef6f2d,600%,70300%,6000%
0d6c25db-5bfb-4967-b22e-4e2b7d6a2dc5,97c6b34d-f70c-45f8-b0e8-578278e7ddd4,200%,80000%,8100%
e1c7bca3-bb63-4ec8-83ec-fb32b30398fa,be3e3e17-adc6-4546-ac4d-290b3231017d,1000%,88900%,5200%
2d3dea3e-3c28-4222-a317-a1c871e7738a,53a9bd32-ff0b-4173-88d6-45975da87a8d,400%,81200%,3000%
290bffb2-2482-4eb5-80e8-c7275469bfb9,3a2098ef-4fe1-48d6-80a5-df9fed22d11c,100%,2400%,7900%
1f0e1d5e-04ba-4590-9790-5b95fcb291b7,54f7a232-2de5-46a4-a8df-d5e472835ba6,600%,9400%,8000%
0871916c-72ec-4c38-aaf4-c9afed404360,1583c6e6-22d0-4517-8b33-0429634de12c,500%,27000%,6000%
6f8ecb63-7afb-4c4d-a5df-6596d6563b1c,8370384f-6261-4b0f-9885-f5a64b04a49a,400%,62500%,9400%
5fe77680-8f09-47fc-bfc2-569d88245d90,a861f68c-bbdd-47be-885f-511a8312949c,1000%,42400%,2900%
4dcdcb2f-8d07-4231-a4ae-a5cf7bb1f2ac,0b3f040c-2cd4-48f4-b5dd-dc3a588ae3eb,400%,50300%,3800%
728f1484-825c-4aed-b2fb-bc47dd9c10b7,4a861a2a-183f-4445-b5d6-d03c3620529d,800%,65600%,6500%
02d148e9-7069-4b7a-a855-45b689cf80cf,66cdd338-708b-483e-bc47-1f7e6bda7058,1000%,18100%,7400%
fb1082f8-5c51-4006-993c-e3b2a25b5717,97db27c4-b646-4064-81f7-f5bed1e26e2a,700%,70300%,1000%
f17e55a0-04d9-43d8-8a44-2876043d1ab5,4e05a563-b887-48d1-b7ea-8a884851b047,600%,67700%,1300%
e96237e1-bca2-4a99-bca4-c756abf9b7b7,be92dd3a-fc10-419c-ac99-1cfa346661af,900%,86900%,4100%
fbabf537-08e3-40a1-b7ae-6822689f2053,078a229e-434f-4036-8445-a8b26bfdf887,400%,74300%,3500%
933e7d4b-e2c8-4cb7-9a2c-6c25b9dc74c9,62c08c59-61aa-4134-a546-248baf8489dc,700%,27100%,1900%
ad5b6acc-cfff-4a3b-b152-6da905707682,e7578a1a-dff1-4275-b5a0-349a6f4d9b65,200%,2500%,8500%
5a5b2f16-815b-4e52-861c-5ef71d04f29d,d6565927-c31b-483d-ac45-b350956423dd,100%,76800%,6300%
036314af-93ff-44ea-9d31-df73e58a3d57,e647997b-e370-4628-940f-c61653c00b88,400%,72800%,3200%
c78251d8-a14a-4c9e-8ec6-384dee8b4505,1af2fbe8-a147-4257-a9c6-f344605f0d75,300%,10500%,7800%
2c3f9ede-b70f-454b-9eac-a12321b9f25c,2e7be076-9d2c-4f41-8785-0664e6bfdc37,400%,1800%,4300%
a6c88774-6728-4b63-aea5-4137737eea9d,30bb25e4-84ce-45bc-b682-d5216503ae80,100%,35700%,6700%
3ea8fbca-1462-45d4-93d4-674d0964443d,4020b859-ae26-4f68-8a52-771118055f40,200%,46000%,4600%
eeeb7015-e0b8-4afc-8372-b6827565a24b,8b0c3dc2-ab3c-498a-9036-a2e3a531fce2,600%,39100%,2300%
dc3c66cb-1703-472d-bc5f-1da22857b340,8a6e9df9-5752-4a87-a803-cc7d0948ea5b,400%,35300%,7500%
ce62f647-6d3a-4b33-a57a-b07f44a502a5,da9eb433-ddd9-4b0e-bbd0-bc1be1128ed1,300%,53500%,6600%
b18af6a3-021d-4e90-bb27-63d29f5d0560,1dbc4abf-fe1f-44f1-be35-d63dd56e8261,200%,45200%,1000%
8ed3311b-0bbc-459f-9832-63a71646b20b,bacf2057-112c-4c2d-844e-24f76c95900f,300%,71900%,8800%
35121516-b83f-45b4-bc96-89397f21d833,f8aa9098-747a-4324-b769-501d0f614286,300%,36200%,5400%
9177f6c2-c149-4510-b36c-98492b29b55b,5af7af56-f997-43cf-9012-97ad34bc9c9a,400%,48700%,1600%
202b4324-0ed0-4187-bd66-2690b43536c9,e9144072-b8e1-4ea6-946b-d136ca29e2e5,100%,77600%,7300%
fa37f7ab-a8b3-4f54-ac92-30c49a7319ff,5a58fa60-f366-4aee-81ad-68da6c7ec2df,800%,11000%,8100%
df973f8a-dea9-4ec0-8dcd-18a09a8ed6aa,ef8b3541-8616-4339-a9ce-6b65ed2b0ee2,200%,73600%,1800%
9bd6d35f-7d92-4e80-93e4-ab2bc57e8c61,be3b9da0-4490-4de5-b711-90c9fa87a214,100%,80100%,8900%
2075b82d-0477-4d6c-a9b9-429bbc41cbf2,1034fbb7-fdce-49e2-9230-98af72d7fa15,300%,74800%,300%
c429c7d3-eacb-480f-8151-8b61fb632737,7fcd3144-18c8-490b-bb78-c32e87776e8e,600%,34900%,2100%
90f6d053-d98f-4d75-aa83-5003f812a20f,6533ed7b-c4f9-4d13-910d-03f7d2621762,100%,82800%,4900%
e1c7bca3-bb63-4ec8-83ec-fb32b30398fa,6bff1063-47e4-447b-92c9-4a7c99a7958c,800%,94900%,8100%
5557a322-0d13-4a33-9001-7f5eeba95077,e9144072-b8e1-4ea6-946b-d136ca29e2e5,600%,92700%,9400%
389bf3f9-cb80-46fd-ada1-f88795ca5b4f,f48ce7dd-6095-4fc5-8eda-9e78d003a4df,100%,83100%,7600%
0585e6a5-b6db-45c8-92a0-d581e99e170e,4419f509-26c0-439b-b8b9-3d73fe8fedda,700%,36200%,5400%
c449cd43-4c90-4d1f-836e-b2895fb99a6e,b9d4c4b1-d499-4469-a1ae-219c9d587044,1000%,14400%,9600%
bfc293d3-24bc-494a-a721-6b5efb4ba9d8,0006853b-74cb-44a2-91ed-699aa31c5b5b,400%,90000%,2700%
a32c72dd-d740-498c-affe-0e5ac9b0f5b2,6cc23125-9cfe-492d-a896-a5e9b52ca05f,200%,81900%,100%
ec2cbebd-ed9e-40bb-8fa0-7ae07faf1e77,bdb11574-4243-45f0-9cf3-cc4e9273e460,700%,99700%,5800%
07be268d-4b2a-47f0-aa47-879624bb94fc,227f5964-63b2-4923-9a65-73ac9e7e8b39,500%,38900%,6800%
adf0f2e4-cf48-42a6-bf06-ae36e92567fb,885baf54-a6e2-420c-b70c-dd86db95565f,200%,49500%,2400%
cb61f6f0-e703-4573-b305-5275c23dc6ee,46e112aa-17cf-41a9-a311-6498523c9005,200%,18000%,4000%
33533bda-7436-4f26-a5d1-685447d6efe2,f94db5a1-9e31-41dd-aa08-cf5632c2cd55,500%,94900%,200%
e0727e78-e98b-4d5c-9988-f1f46bcf4ad4,b3d48bcc-2bbb-4c81-a96f-56c93889edaa,900%,97600%,3900%
9a5abedb-a226-4fec-b4d1-bedbaca52ba3,2ddc2db8-9eef-4622-8860-c9771dbcc6d9,800%,82000%,8500%
6600ce18-256e-40fc-8924-d0c038078dc6,48464a34-94df-424d-9d58-2f09f4b1083b,200%,85200%,7600%
0ae5e5d5-94ee-46ae-9213-90fc933ebc6a,c78f85e7-2858-491d-affe-321a5c7eda7e,700%,74800%,700%
d8ed28e2-e3de-44d1-bc5e-e07c27a20d74,5040cf30-cd96-46c0-9f7e-1a3f2c550ee7,600%,78500%,500%
c2716e73-7871-4035-a2d6-7f5fcc33a2c4,ddd1be86-d3d8-4773-a0d8-66de901f7d85,900%,51700%,9700%
1a8927cf-6d71-4fa9-a787-e288a04cf8f6,f8aa9098-747a-4324-b769-501d0f614286,900%,64600%,5300%
aa17295c-ad2b-49e8-84ad-eccdf50c8076,8faddcc7-7e96-406a-b0f7-f9cb0436359c,300%,99600%,3500%
d9df1a7f-84cc-4da7-a07a-50aaa4695cf8,f9617c7b-415e-4d1f-9ea4-84d3978d1d35,400%,62400%,2600%
1ce01a12-4762-4faf-8108-2cdad201f0d7,6da7bd1d-2733-4d90-a128-d06fbcfc5fec,500%,93500%,4900%
f71c1fdc-441d-4a43-9cc8-1773cc6dd4df,d0ea39b6-0645-4bb3-b162-d7d9ca0f92bd,200%,15500%,6600%
2075b423-5e6b-4386-82ce-fca896002625,63f2ab66-accd-4958-a654-7519c5314c39,700%,42200%,6000%
526c7016-5da4-41c7-ada1-6c1f00689f48,0b42e5af-2113-4356-9ec8-60087b32f3cd,300%,100%,7200%
1dd1dc7c-4656-481f-ab1a-6eb58a106011,227a27e8-1737-45e6-a532-dc56eff6ef0f,1000%,28300%,4700%
